Envelope,Threshold
0.24661866829520704,0.05
0.24485017255316144,0.05
0.2569659605210437,0.05
0.2759073344616996,0.05
0.2914589172407371,0.05
0.2965745011494184,0.05
0.2979456225222734,0.05
0.3023256355126569,0.05
0.31486122484006684,0.05
0.307487319260141,0.05
0.28401520072905345,0.05
0.27454819327670044,0.05
0.263886045206906,0.05
0.2564751903340241,0.05
0.24046333982771972,0.05
0.22979237184645962,0.05
0.21278217803844063,0.05
0.18710789821103246,0.05
0.1684678546858296,0.05
